CLUES,TIPOURGENCIA,MOTATE,YEAR,count,TIPOURGENCIA_V,MOTATE_V
OCSSA021080,1.0,3.0,2013,76,URGENCIA CALIFICADA,GINECO-OBSTETRICA
OCSSA021080,1.0,3.0,2014,77,URGENCIA CALIFICADA,GINECO-OBSTETRICA
OCSSA021080,1.0,3.0,2015,20,URGENCIA CALIFICADA,GINECO-OBSTETRICA
OCSSA021080,1.0,3.0,2016,41,URGENCIA CALIFICADA,GINECO-OBSTETRICA
OCSSA021080,1.0,4.0,2012,114,URGENCIA CALIFICADA,PEDIATRICA
OCSSA021080,1.0,4.0,2013,167,URGENCIA CALIFICADA,PEDIATRICA
OCSSA021080,1.0,4.0,2014,46,URGENCIA CALIFICADA,PEDIATRICA
OCSSA021080,1.0,4.0,2015,6,URGENCIA CALIFICADA,PEDIATRICA
OCSSA021080,1.0,4.0,2016,39,URGENCIA CALIFICADA,PEDIATRICA
OCSSA021080,1.0,9.0,2014,1,URGENCIA CALIFICADA,NO ESPECIFICADO
OCSSA021080,2.0,1.0,2012,5,URGENCIA NO CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
OCSSA021080,2.0,1.0,2013,3,URGENCIA NO CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
OCSSA021080,2.0,1.0,2014,2,URGENCIA NO CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
OCSSA021080,2.0,1.0,2015,1,URGENCIA NO CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
OCSSA021080,2.0,1.0,2016,2,URGENCIA NO CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
OCSSA021080,2.0,2.0,2012,515,URGENCIA NO CALIFICADA,MEDICA
OCSSA021080,2.0,2.0,2013,1061,URGENCIA NO CALIFICADA,MEDICA
OCSSA021080,2.0,2.0,2014,1458,URGENCIA NO CALIFICADA,MEDICA
OCSSA021080,2.0,2.0,2015,1134,URGENCIA NO CALIFICADA,MEDICA
OCSSA021080,2.0,2.0,2016,1863,URGENCIA NO CALIFICADA,MEDICA
OCSSA021080,2.0,3.0,2012,20,URGENCIA NO CALIFICADA,GINECO-OBSTETRICA
OCSSA021080,2.0,3.0,2013,23,URGENCIA NO CALIFICADA,GINECO-OBSTETRICA
OCSSA021080,2.0,3.0,2014,41,URGENCIA NO CALIFICADA,GINECO-OBSTETRICA
OCSSA021080,2.0,3.0,2015,51,URGENCIA NO CALIFICADA,GINECO-OBSTETRICA
OCSSA021080,2.0,3.0,2016,98,URGENCIA NO CALIFICADA,GINECO-OBSTETRICA
OCSSA021080,2.0,4.0,2012,356,URGENCIA NO CALIFICADA,PEDIATRICA
OCSSA021080,2.0,4.0,2013,169,URGENCIA NO CALIFICADA,PEDIATRICA
OCSSA021080,2.0,4.0,2014,214,URGENCIA NO CALIFICADA,PEDIATRICA
OCSSA021080,2.0,4.0,2015,21,URGENCIA NO CALIFICADA,PEDIATRICA
OCSSA021080,2.0,4.0,2016,100,URGENCIA NO CALIFICADA,PEDIATRICA
OCSSA021080,2.0,9.0,2012,1,URGENCIA NO CALIFICADA,NO ESPECIFICADO
OCSSA021080,2.0,9.0,2015,1,URGENCIA NO CALIFICADA,NO ESPECIFICADO
OCSSA021116,1.0,1.0,2012,19,URGENCIA CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
OCSSA021116,1.0,1.0,2013,49,URGENCIA CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
OCSSA021116,1.0,1.0,2014,73,URGENCIA CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
OCSSA021116,1.0,1.0,2015,37,URGENCIA CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
OCSSA021116,1.0,1.0,2016,31,URGENCIA CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
OCSSA021116,1.0,2.0,2012,87,URGENCIA CALIFICADA,MEDICA
OCSSA021116,1.0,2.0,2013,318,URGENCIA CALIFICADA,MEDICA
OCSSA021116,1.0,2.0,2014,435,URGENCIA CALIFICADA,MEDICA
OCSSA021116,1.0,2.0,2015,418,URGENCIA CALIFICADA,MEDICA
OCSSA021116,1.0,2.0,2016,481,URGENCIA CALIFICADA,MEDICA
OCSSA021116,1.0,3.0,2012,49,URGENCIA CALIFICADA,GINECO-OBSTETRICA
OCSSA021116,1.0,3.0,2013,236,URGENCIA CALIFICADA,GINECO-OBSTETRICA
OCSSA021116,1.0,3.0,2014,256,URGENCIA CALIFICADA,GINECO-OBSTETRICA
OCSSA021116,1.0,3.0,2015,155,URGENCIA CALIFICADA,GINECO-OBSTETRICA
OCSSA021116,1.0,3.0,2016,131,URGENCIA CALIFICADA,GINECO-OBSTETRICA
OCSSA021116,1.0,4.0,2012,23,URGENCIA CALIFICADA,PEDIATRICA
OCSSA021116,1.0,4.0,2013,55,URGENCIA CALIFICADA,PEDIATRICA
OCSSA021116,1.0,4.0,2014,71,URGENCIA CALIFICADA,PEDIATRICA
OCSSA021116,1.0,4.0,2015,41,URGENCIA CALIFICADA,PEDIATRICA
OCSSA021116,1.0,4.0,2016,15,URGENCIA CALIFICADA,PEDIATRICA
OCSSA021116,1.0,9.0,2012,2,URGENCIA CALIFICADA,NO ESPECIFICADO
OCSSA021116,1.0,9.0,2013,6,URGENCIA CALIFICADA,NO ESPECIFICADO
OCSSA021116,1.0,9.0,2014,1,URGENCIA CALIFICADA,NO ESPECIFICADO
OCSSA021116,1.0,9.0,2015,1,URGENCIA CALIFICADA,NO ESPECIFICADO
OCSSA021116,1.0,9.0,2016,1,URGENCIA CALIFICADA,NO ESPECIFICADO
OCSSA021116,2.0,1.0,2012,30,URGENCIA NO CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
OCSSA021116,2.0,1.0,2013,118,URGENCIA NO CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
OCSSA021116,2.0,1.0,2014,123,URGENCIA NO CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
OCSSA021116,2.0,1.0,2015,74,URGENCIA NO CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
OCSSA021116,2.0,1.0,2016,37,URGENCIA NO CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
OCSSA021116,2.0,2.0,2012,248,URGENCIA NO CALIFICADA,MEDICA
OCSSA021116,2.0,2.0,2013,1337,URGENCIA NO CALIFICADA,MEDICA
OCSSA021116,2.0,2.0,2014,1555,URGENCIA NO CALIFICADA,MEDICA
OCSSA021116,2.0,2.0,2015,1214,URGENCIA NO CALIFICADA,MEDICA
OCSSA021116,2.0,2.0,2016,891,URGENCIA NO CALIFICADA,MEDICA
OCSSA021116,2.0,3.0,2012,45,URGENCIA NO CALIFICADA,GINECO-OBSTETRICA
OCSSA021116,2.0,3.0,2013,160,URGENCIA NO CALIFICADA,GINECO-OBSTETRICA
OCSSA021116,2.0,3.0,2014,264,URGENCIA NO CALIFICADA,GINECO-OBSTETRICA
OCSSA021116,2.0,3.0,2015,137,URGENCIA NO CALIFICADA,GINECO-OBSTETRICA
OCSSA021116,2.0,3.0,2016,85,URGENCIA NO CALIFICADA,GINECO-OBSTETRICA
OCSSA021116,2.0,4.0,2012,46,URGENCIA NO CALIFICADA,PEDIATRICA
OCSSA021116,2.0,4.0,2013,338,URGENCIA NO CALIFICADA,PEDIATRICA
OCSSA021116,2.0,4.0,2014,462,URGENCIA NO CALIFICADA,PEDIATRICA
OCSSA021116,2.0,4.0,2015,282,URGENCIA NO CALIFICADA,PEDIATRICA
OCSSA021116,2.0,4.0,2016,135,URGENCIA NO CALIFICADA,PEDIATRICA
OCSSA021116,2.0,9.0,2012,15,URGENCIA NO CALIFICADA,NO ESPECIFICADO
OCSSA021116,2.0,9.0,2013,18,URGENCIA NO CALIFICADA,NO ESPECIFICADO
OCSSA021116,2.0,9.0,2014,5,URGENCIA NO CALIFICADA,NO ESPECIFICADO
OCSSA021133,1.0,1.0,2012,14,URGENCIA CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
OCSSA021133,1.0,1.0,2013,44,URGENCIA CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
OCSSA021133,1.0,1.0,2014,49,URGENCIA CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
OCSSA021133,1.0,1.0,2015,3,URGENCIA CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
OCSSA021133,1.0,1.0,2016,1,URGENCIA CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
OCSSA021133,1.0,2.0,2012,73,URGENCIA CALIFICADA,MEDICA
OCSSA021133,1.0,2.0,2013,216,URGENCIA CALIFICADA,MEDICA
OCSSA021133,1.0,2.0,2014,717,URGENCIA CALIFICADA,MEDICA
OCSSA021133,1.0,2.0,2015,3321,URGENCIA CALIFICADA,MEDICA
OCSSA021133,1.0,2.0,2016,4311,URGENCIA CALIFICADA,MEDICA
OCSSA021133,1.0,3.0,2012,36,URGENCIA CALIFICADA,GINECO-OBSTETRICA
OCSSA021133,1.0,3.0,2013,127,URGENCIA CALIFICADA,GINECO-OBSTETRICA
OCSSA021133,1.0,3.0,2014,255,URGENCIA CALIFICADA,GINECO-OBSTETRICA
OCSSA021133,1.0,3.0,2015,42,URGENCIA CALIFICADA,GINECO-OBSTETRICA
OCSSA021133,1.0,3.0,2016,10,URGENCIA CALIFICADA,GINECO-OBSTETRICA
OCSSA021133,1.0,4.0,2012,14,URGENCIA CALIFICADA,PEDIATRICA
OCSSA021133,1.0,4.0,2013,27,URGENCIA CALIFICADA,PEDIATRICA
OCSSA021133,1.0,4.0,2014,74,URGENCIA CALIFICADA,PEDIATRICA
OCSSA021133,1.0,4.0,2015,9,URGENCIA CALIFICADA,PEDIATRICA
OCSSA021133,1.0,4.0,2016,8,URGENCIA CALIFICADA,PEDIATRICA
OCSSA021133,1.0,9.0,2014,2,URGENCIA CALIFICADA,NO ESPECIFICADO
OCSSA021133,2.0,1.0,2012,12,URGENCIA NO CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
OCSSA021133,2.0,1.0,2013,15,URGENCIA NO CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
OCSSA021133,2.0,1.0,2014,10,URGENCIA NO CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
OCSSA021133,2.0,1.0,2015,2,URGENCIA NO CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
OCSSA021133,2.0,2.0,2012,680,URGENCIA NO CALIFICADA,MEDICA
OCSSA021133,2.0,2.0,2013,828,URGENCIA NO CALIFICADA,MEDICA
OCSSA021133,2.0,2.0,2014,1937,URGENCIA NO CALIFICADA,MEDICA
OCSSA021133,2.0,2.0,2015,1304,URGENCIA NO CALIFICADA,MEDICA
OCSSA021133,2.0,2.0,2016,200,URGENCIA NO CALIFICADA,MEDICA
OCSSA021133,2.0,3.0,2012,67,URGENCIA NO CALIFICADA,GINECO-OBSTETRICA
OCSSA021133,2.0,3.0,2013,170,URGENCIA NO CALIFICADA,GINECO-OBSTETRICA
OCSSA021133,2.0,3.0,2014,250,URGENCIA NO CALIFICADA,GINECO-OBSTETRICA
OCSSA021133,2.0,3.0,2015,9,URGENCIA NO CALIFICADA,GINECO-OBSTETRICA
OCSSA021133,2.0,3.0,2016,8,URGENCIA NO CALIFICADA,GINECO-OBSTETRICA
OCSSA021133,2.0,4.0,2012,401,URGENCIA NO CALIFICADA,PEDIATRICA
OCSSA021133,2.0,4.0,2013,323,URGENCIA NO CALIFICADA,PEDIATRICA
OCSSA021133,2.0,4.0,2014,109,URGENCIA NO CALIFICADA,PEDIATRICA
OCSSA021133,2.0,4.0,2015,4,URGENCIA NO CALIFICADA,PEDIATRICA
OCSSA021133,2.0,4.0,2016,3,URGENCIA NO CALIFICADA,PEDIATRICA
OCSSA021133,2.0,9.0,2014,3,URGENCIA NO CALIFICADA,NO ESPECIFICADO
OCSSA021256,1.0,1.0,2013,26,URGENCIA CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
OCSSA021256,1.0,1.0,2014,34,URGENCIA CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
OCSSA021256,1.0,1.0,2015,16,URGENCIA CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
OCSSA021256,1.0,1.0,2016,10,URGENCIA CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
OCSSA021256,1.0,2.0,2013,145,URGENCIA CALIFICADA,MEDICA
OCSSA021256,1.0,2.0,2014,225,URGENCIA CALIFICADA,MEDICA
OCSSA021256,1.0,2.0,2015,127,URGENCIA CALIFICADA,MEDICA
OCSSA021256,1.0,2.0,2016,69,URGENCIA CALIFICADA,MEDICA
OCSSA021256,1.0,3.0,2013,64,URGENCIA CALIFICADA,GINECO-OBSTETRICA
OCSSA021256,1.0,3.0,2014,51,URGENCIA CALIFICADA,GINECO-OBSTETRICA
OCSSA021256,1.0,3.0,2015,23,URGENCIA CALIFICADA,GINECO-OBSTETRICA
OCSSA021256,1.0,3.0,2016,34,URGENCIA CALIFICADA,GINECO-OBSTETRICA
OCSSA021256,1.0,4.0,2013,39,URGENCIA CALIFICADA,PEDIATRICA
OCSSA021256,1.0,4.0,2014,43,URGENCIA CALIFICADA,PEDIATRICA
OCSSA021256,1.0,4.0,2015,5,URGENCIA CALIFICADA,PEDIATRICA
OCSSA021256,1.0,4.0,2016,7,URGENCIA CALIFICADA,PEDIATRICA
OCSSA021256,2.0,1.0,2013,36,URGENCIA NO CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
OCSSA021256,2.0,1.0,2014,12,URGENCIA NO CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
OCSSA021256,2.0,1.0,2015,12,URGENCIA NO CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
OCSSA021256,2.0,1.0,2016,14,URGENCIA NO CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
OCSSA021256,2.0,2.0,2013,1894,URGENCIA NO CALIFICADA,MEDICA
OCSSA021256,2.0,2.0,2014,2264,URGENCIA NO CALIFICADA,MEDICA
OCSSA021256,2.0,2.0,2015,2750,URGENCIA NO CALIFICADA,MEDICA
OCSSA021256,2.0,2.0,2016,2023,URGENCIA NO CALIFICADA,MEDICA
OCSSA021256,2.0,3.0,2013,103,URGENCIA NO CALIFICADA,GINECO-OBSTETRICA
OCSSA021256,2.0,3.0,2014,149,URGENCIA NO CALIFICADA,GINECO-OBSTETRICA
OCSSA021256,2.0,3.0,2015,143,URGENCIA NO CALIFICADA,GINECO-OBSTETRICA
OCSSA021256,2.0,3.0,2016,111,URGENCIA NO CALIFICADA,GINECO-OBSTETRICA
OCSSA021256,2.0,4.0,2013,260,URGENCIA NO CALIFICADA,PEDIATRICA
OCSSA021256,2.0,4.0,2014,314,URGENCIA NO CALIFICADA,PEDIATRICA
OCSSA021256,2.0,4.0,2015,192,URGENCIA NO CALIFICADA,PEDIATRICA
OCSSA021256,2.0,4.0,2016,240,URGENCIA NO CALIFICADA,PEDIATRICA
OCSSA021256,2.0,9.0,2014,1,URGENCIA NO CALIFICADA,NO ESPECIFICADO
PLSSA000011,-1.0,1.0,2009,258,,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
PLSSA000011,1.0,2.0,2009,1104,URGENCIA CALIFICADA,MEDICA
PLSSA000011,1.0,3.0,2009,1232,URGENCIA CALIFICADA,QUIRURGICA
PLSSA000011,1.0,4.0,2009,1013,URGENCIA CALIFICADA,GINECO-OBSTETRICA
PLSSA000011,1.0,5.0,2009,32,URGENCIA CALIFICADA,PEDIATRICA
PLSSA000011,2.0,6.0,2009,1148,URGENCIA NO CALIFICADA,URGENCIA NO CALIFICADA
PLSSA000011,3.0,7.0,2009,788,APOYO A SERVICIOS DE MEDICINA GENERAL,APOYO A SERVICIOS DE MEDICINA GENERAL
PLSSA000011,1.0,1.0,2010,326,URGENCIA CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
PLSSA000011,1.0,1.0,2011,271,URGENCIA CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
PLSSA000011,1.0,1.0,2012,298,URGENCIA CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
PLSSA000011,1.0,1.0,2013,132,URGENCIA CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
PLSSA000011,1.0,1.0,2014,158,URGENCIA CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
PLSSA000011,1.0,1.0,2015,91,URGENCIA CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
PLSSA000011,1.0,2.0,2010,839,URGENCIA CALIFICADA,MEDICA
PLSSA000011,1.0,2.0,2011,709,URGENCIA CALIFICADA,MEDICA
PLSSA000011,1.0,2.0,2012,1871,URGENCIA CALIFICADA,MEDICA
PLSSA000011,1.0,2.0,2013,2254,URGENCIA CALIFICADA,MEDICA
PLSSA000011,1.0,2.0,2014,2279,URGENCIA CALIFICADA,MEDICA
PLSSA000011,1.0,2.0,2015,444,URGENCIA CALIFICADA,MEDICA
PLSSA000011,1.0,3.0,2010,811,URGENCIA CALIFICADA,GINECO-OBSTETRICA
PLSSA000011,1.0,3.0,2011,723,URGENCIA CALIFICADA,GINECO-OBSTETRICA
PLSSA000011,1.0,3.0,2012,722,URGENCIA CALIFICADA,GINECO-OBSTETRICA
PLSSA000011,1.0,3.0,2013,539,URGENCIA CALIFICADA,GINECO-OBSTETRICA
PLSSA000011,1.0,3.0,2014,676,URGENCIA CALIFICADA,GINECO-OBSTETRICA
PLSSA000011,1.0,3.0,2015,243,URGENCIA CALIFICADA,GINECO-OBSTETRICA
PLSSA000011,1.0,4.0,2010,305,URGENCIA CALIFICADA,PEDIATRICA
PLSSA000011,1.0,4.0,2011,311,URGENCIA CALIFICADA,PEDIATRICA
PLSSA000011,1.0,4.0,2012,345,URGENCIA CALIFICADA,PEDIATRICA
PLSSA000011,1.0,4.0,2013,279,URGENCIA CALIFICADA,PEDIATRICA
PLSSA000011,1.0,4.0,2014,378,URGENCIA CALIFICADA,PEDIATRICA
PLSSA000011,1.0,4.0,2015,135,URGENCIA CALIFICADA,PEDIATRICA
PLSSA000011,2.0,1.0,2010,17,URGENCIA NO CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
PLSSA000011,2.0,1.0,2011,8,URGENCIA NO CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
PLSSA000011,2.0,1.0,2012,25,URGENCIA NO CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
PLSSA000011,2.0,1.0,2013,12,URGENCIA NO CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
PLSSA000011,2.0,1.0,2014,33,URGENCIA NO CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
PLSSA000011,2.0,1.0,2015,34,URGENCIA NO CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
PLSSA000011,2.0,2.0,2010,1359,URGENCIA NO CALIFICADA,MEDICA
PLSSA000011,2.0,2.0,2011,1192,URGENCIA NO CALIFICADA,MEDICA
PLSSA000011,2.0,2.0,2012,1796,URGENCIA NO CALIFICADA,MEDICA
PLSSA000011,2.0,2.0,2013,1431,URGENCIA NO CALIFICADA,MEDICA
PLSSA000011,2.0,2.0,2014,1916,URGENCIA NO CALIFICADA,MEDICA
PLSSA000011,2.0,2.0,2015,1149,URGENCIA NO CALIFICADA,MEDICA
PLSSA000011,2.0,3.0,2010,320,URGENCIA NO CALIFICADA,GINECO-OBSTETRICA
PLSSA000011,2.0,3.0,2011,564,URGENCIA NO CALIFICADA,GINECO-OBSTETRICA
PLSSA000011,2.0,3.0,2012,572,URGENCIA NO CALIFICADA,GINECO-OBSTETRICA
PLSSA000011,2.0,3.0,2013,255,URGENCIA NO CALIFICADA,GINECO-OBSTETRICA
PLSSA000011,2.0,3.0,2014,389,URGENCIA NO CALIFICADA,GINECO-OBSTETRICA
PLSSA000011,2.0,3.0,2015,295,URGENCIA NO CALIFICADA,GINECO-OBSTETRICA
PLSSA000011,2.0,4.0,2010,202,URGENCIA NO CALIFICADA,PEDIATRICA
PLSSA000011,2.0,4.0,2011,135,URGENCIA NO CALIFICADA,PEDIATRICA
PLSSA000011,2.0,4.0,2012,111,URGENCIA NO CALIFICADA,PEDIATRICA
PLSSA000011,2.0,4.0,2013,263,URGENCIA NO CALIFICADA,PEDIATRICA
PLSSA000011,2.0,4.0,2014,160,URGENCIA NO CALIFICADA,PEDIATRICA
PLSSA000011,2.0,4.0,2015,36,URGENCIA NO CALIFICADA,PEDIATRICA
PLSSA000081,-1.0,1.0,2009,640,,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
PLSSA000081,1.0,2.0,2009,2455,URGENCIA CALIFICADA,MEDICA
PLSSA000081,1.0,3.0,2009,2819,URGENCIA CALIFICADA,QUIRURGICA
PLSSA000081,1.0,4.0,2009,1439,URGENCIA CALIFICADA,GINECO-OBSTETRICA
PLSSA000081,1.0,5.0,2009,258,URGENCIA CALIFICADA,PEDIATRICA
PLSSA000081,2.0,6.0,2009,2948,URGENCIA NO CALIFICADA,URGENCIA NO CALIFICADA
PLSSA000081,3.0,7.0,2009,253,APOYO A SERVICIOS DE MEDICINA GENERAL,APOYO A SERVICIOS DE MEDICINA GENERAL
PLSSA000081,1.0,1.0,2010,421,URGENCIA CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
PLSSA000081,1.0,1.0,2011,211,URGENCIA CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
PLSSA000081,1.0,1.0,2012,144,URGENCIA CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
PLSSA000081,1.0,1.0,2013,62,URGENCIA CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
PLSSA000081,1.0,1.0,2014,39,URGENCIA CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
PLSSA000081,1.0,2.0,2010,2376,URGENCIA CALIFICADA,MEDICA
PLSSA000081,1.0,2.0,2011,2469,URGENCIA CALIFICADA,MEDICA
PLSSA000081,1.0,2.0,2012,2811,URGENCIA CALIFICADA,MEDICA
PLSSA000081,1.0,2.0,2013,1986,URGENCIA CALIFICADA,MEDICA
PLSSA000081,1.0,2.0,2014,1217,URGENCIA CALIFICADA,MEDICA
PLSSA000081,1.0,3.0,2010,1006,URGENCIA CALIFICADA,GINECO-OBSTETRICA
PLSSA000081,1.0,3.0,2011,910,URGENCIA CALIFICADA,GINECO-OBSTETRICA
PLSSA000081,1.0,3.0,2012,512,URGENCIA CALIFICADA,GINECO-OBSTETRICA
PLSSA000081,1.0,3.0,2013,406,URGENCIA CALIFICADA,GINECO-OBSTETRICA
PLSSA000081,1.0,3.0,2014,277,URGENCIA CALIFICADA,GINECO-OBSTETRICA
PLSSA000081,1.0,4.0,2010,330,URGENCIA CALIFICADA,PEDIATRICA
PLSSA000081,1.0,4.0,2011,315,URGENCIA CALIFICADA,PEDIATRICA
PLSSA000081,1.0,4.0,2012,156,URGENCIA CALIFICADA,PEDIATRICA
PLSSA000081,1.0,4.0,2013,161,URGENCIA CALIFICADA,PEDIATRICA
PLSSA000081,1.0,4.0,2014,88,URGENCIA CALIFICADA,PEDIATRICA
PLSSA000081,1.0,9.0,2011,1,URGENCIA CALIFICADA,NO ESPECIFICADO
PLSSA000081,2.0,1.0,2010,146,URGENCIA NO CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
PLSSA000081,2.0,1.0,2011,28,URGENCIA NO CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
PLSSA000081,2.0,1.0,2012,58,URGENCIA NO CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
PLSSA000081,2.0,1.0,2013,18,URGENCIA NO CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
PLSSA000081,2.0,1.0,2014,31,URGENCIA NO CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
PLSSA000081,2.0,2.0,2010,4905,URGENCIA NO CALIFICADA,MEDICA
PLSSA000081,2.0,2.0,2011,5998,URGENCIA NO CALIFICADA,MEDICA
PLSSA000081,2.0,2.0,2012,8297,URGENCIA NO CALIFICADA,MEDICA
PLSSA000081,2.0,2.0,2013,11045,URGENCIA NO CALIFICADA,MEDICA
PLSSA000081,2.0,2.0,2014,15251,URGENCIA NO CALIFICADA,MEDICA
PLSSA000081,2.0,3.0,2010,504,URGENCIA NO CALIFICADA,GINECO-OBSTETRICA
PLSSA000081,2.0,3.0,2011,451,URGENCIA NO CALIFICADA,GINECO-OBSTETRICA
PLSSA000081,2.0,3.0,2012,923,URGENCIA NO CALIFICADA,GINECO-OBSTETRICA
PLSSA000081,2.0,3.0,2013,694,URGENCIA NO CALIFICADA,GINECO-OBSTETRICA
PLSSA000081,2.0,3.0,2014,642,URGENCIA NO CALIFICADA,GINECO-OBSTETRICA
PLSSA000081,2.0,4.0,2010,870,URGENCIA NO CALIFICADA,PEDIATRICA
PLSSA000081,2.0,4.0,2011,582,URGENCIA NO CALIFICADA,PEDIATRICA
PLSSA000081,2.0,4.0,2012,478,URGENCIA NO CALIFICADA,PEDIATRICA
PLSSA000081,2.0,4.0,2013,534,URGENCIA NO CALIFICADA,PEDIATRICA
PLSSA000081,2.0,4.0,2014,667,URGENCIA NO CALIFICADA,PEDIATRICA
PLSSA000081,2.0,9.0,2013,1,URGENCIA NO CALIFICADA,NO ESPECIFICADO
PLSSA000081,2.0,9.0,2014,141,URGENCIA NO CALIFICADA,NO ESPECIFICADO
PLSSA000204,-1.0,1.0,2009,77,,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
PLSSA000204,1.0,2.0,2009,296,URGENCIA CALIFICADA,MEDICA
PLSSA000204,1.0,3.0,2009,16,URGENCIA CALIFICADA,QUIRURGICA
PLSSA000204,1.0,4.0,2009,308,URGENCIA CALIFICADA,GINECO-OBSTETRICA
PLSSA000204,1.0,5.0,2009,44,URGENCIA CALIFICADA,PEDIATRICA
PLSSA000204,2.0,6.0,2009,744,URGENCIA NO CALIFICADA,URGENCIA NO CALIFICADA
PLSSA000204,3.0,7.0,2009,25,APOYO A SERVICIOS DE MEDICINA GENERAL,APOYO A SERVICIOS DE MEDICINA GENERAL
PLSSA000204,1.0,1.0,2010,68,URGENCIA CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
PLSSA000204,1.0,1.0,2011,62,URGENCIA CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
PLSSA000204,1.0,1.0,2012,105,URGENCIA CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
