,CLUES,NOMBRE DE LA ENTIDAD,NOMBRE DEL MUNICIPIO,NOMBRE DE LA LOCALIDAD,NOMBRE DE LA JURISDICCION,CLAVE DE LA INSTITUCION,NOMBRE DE TIPOLOGIA,CONSULTORIOS DE MED GRAL,CONSULTORIOS EN OTRAS AREAS,TOTAL DE CONSULTORIOS,CAMAS EN AREA DE HOS,CAMAS EN OTRAS AREAS,TOTAL DE CAMAS,NOMBRE DE LA UNIDAD,OBSERVACIONES DE LA DIRECCION,CODIGO POSTAL,ESTATUS DE OPERACION,LONGITUD,LATITUD,NIVEL ATENCION
6858,DFSMP001065,CIUDAD DE MEXICO,MILPA ALTA,VILLA MILPA ALTA,MILPA ALTA,SMP,NO ESPECIFICADO,1,0,1,25,0,25,CLÍNICA MEDICA,"AV GUANAJUATO ORIENTE NO 144, COL. BARRIO LA CONCEPCIÓN",12000.0,EN OPERACION,-99.018572,19.1906964,SEGUNDO NIVEL
6860,DFSMP001082,CIUDAD DE MEXICO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,SMP,NO ESPECIFICADO,3,0,3,14,0,14,SANCHEZ REYES CLÍNICA LUIS PASTEUR S.A. DE C.V,"FRAY TORIBIO DE VENAVENTE 133, COL. VASCO DE QUIROGA",99999.0,EN OPERACION,-99.0911108,19.496127,SEGUNDO NIVEL
6861,DFSMP001094,CIUDAD DE MEXICO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,SMP,NO ESPECIFICADO,12,0,12,3,0,3,TORRE MEDICA SALAVERRY S.A. DE C.V.,"SALAVERRY 914, COL. LINDAVISTA",99999.0,EN OPERACION,-99.1293471,19.4987343,SEGUNDO NIVEL
6862,DFSMP001106,CIUDAD DE MEXICO,MIGUEL HIDALGO,MIGUEL HIDALGO,MIGUEL HIDALGO,SMP,NO ESPECIFICADO,3,21,24,20,22,42,FUNDACION MARÍA ANA MIER DE ESCANDON IAP,,99999.0,EN OPERACION,-99.19134087860584,19.402200417502797,SEGUNDO NIVEL
6864,DFSMP001123,CIUDAD DE MEXICO,CUAUHTÉMOC,CUAUHTEMOC,CUAUHTÉMOC,SMP,NO ESPECIFICADO,0,0,0,102,0,102,"NUEVO SANATORIO DURANGO, S.A. DE C.V.","DURANGO NO. 296, COL. ROMA",6700.0,EN OPERACION,-99.17165078222752,19.41863499212054,TERCER NIVEL
6870,DFSMP001181,CIUDAD DE MEXICO,IZTAPALAPA,IZTAPALAPA,IZTAPALAPA,SMP,NO ESPECIFICADO,2,0,2,7,0,7,CLÍNICA EL SAMARITANO,"VICENTE GUERRERO NO 60, COL. TEPALCATES",9210.0,EN OPERACION,-99.0537468,19.3889247,SEGUNDO NIVEL
6871,DFSMP001193,CIUDAD DE MEXICO,TLÁHUAC,TLAHUAC,TLÁHUAC,SMP,NO ESPECIFICADO,1,0,1,3,0,3,CLÍNICA DEL DR. RIOS,"LAS BODAS DE SIDRO 61, COL. MIGUEL HIDALGO",99999.0,EN OPERACION,-99.0450427,19.2967027,SEGUNDO NIVEL
6872,DFSMP001205,CIUDAD DE MEXICO,XOCHIMILCO,XOCHIMILCO,XOCHIMILCO,SMP,NO ESPECIFICADO,1,0,1,3,0,3,CLÍNICA DE NUESTRA SEÑORA DE GUADALUPE,"GUADALUPE Y RAMÍREZ 27, COL. BARRIO SAN ANTONIO",99999.0,EN OPERACION,-99.1062158,19.2641076,SEGUNDO NIVEL
6873,DFSMP001210,CIUDAD DE MEXICO,XOCHIMILCO,XOCHIMILCO,XOCHIMILCO,SMP,NO ESPECIFICADO,7,0,7,5,0,5,CENTRAL DE ESPECIALIDADES MÉDICAS DEL SUR SA DE CV,"AHUHUETES NO 8 , COL. LA GUADALUPITA TULYEHUALCO",16070.0,EN OPERACION,-99.1019255,19.2645591,SEGUNDO NIVEL
6874,DFSMP001222,CIUDAD DE MEXICO,TLÁHUAC,TLAHUAC,TLÁHUAC,SMP,NO ESPECIFICADO,2,0,2,3,0,3,CLÍNICA DR. ROQUE,"AV. TLÁHUAC 5584, COL. SANTA CECILIA",99999.0,EN OPERACION,-99.0083689,19.279477,SEGUNDO NIVEL
6875,DFSMP001234,CIUDAD DE MEXICO,IZTAPALAPA,IZTAPALAPA,IZTAPALAPA,SMP,NO ESPECIFICADO,2,0,2,5,0,5,S.T. CLÍNICA SANTA CRUZ,"MATAMOROS NO 2, COL. SANTA CRUZ MEYEHUALCO",9700.0,EN OPERACION,-99.03605994773898,19.34268535835265,SEGUNDO NIVEL
6876,DFSMP001246,CIUDAD DE MEXICO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,SMP,NO ESPECIFICADO,6,0,6,12,0,12,SANATORIO LISIEUX,"LÓPEZ RAYON 25, COL. MARTIN CARRERA",99999.0,EN OPERACION,-99.11161248,19.4853829,SEGUNDO NIVEL
6877,DFSMP001251,CIUDAD DE MEXICO,MIGUEL HIDALGO,MIGUEL HIDALGO,MIGUEL HIDALGO,SMP,NO ESPECIFICADO,46,0,46,116,0,116,OPERADORA DE HOSPITALES ANGELES S.A DE C.V. SUCURSAL HOSPITAL MOCEL,"GELATI 29, COL. SAN MIGUEL CHAPULTEPEC",99999.0,EN OPERACION,-99.1847449,19.4109451,SEGUNDO NIVEL
6878,DFSMP001263,CIUDAD DE MEXICO,MILPA ALTA,VILLA MILPA ALTA,MILPA ALTA,SMP,NO ESPECIFICADO,2,0,2,7,0,7,CLÍNICA SANTA ANITA,"AV. YUCATAN NORTE 129, COL. BARRIO DE SANTA CRUZ",99999.0,EN OPERACION,-99.02091949999999,19.1973942,SEGUNDO NIVEL
6879,DFSMP001275,CIUDAD DE MEXICO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,SMP,NO ESPECIFICADO,3,0,3,15,0,15,CLÍNICA MEDICA LIDAV,"ORIENTE 155 3909, COL. SALVADOR DIAZ MIRON",99999.0,EN OPERACION,-99.09537348,19.48594661,SEGUNDO NIVEL
6880,DFSMP001280,CIUDAD DE MEXICO,IZTAPALAPA,IZTAPALAPA,IZTAPALAPA,SMP,NO ESPECIFICADO,2,0,2,8,0,8,CONSULTORIO MÉDICO,"JOSÉ DEL RÍO MZA 85 LTE 29, COL. SANTA MARTHA ACATITLA",99999.0,EN OPERACION,-99.0199813,19.3722198,SEGUNDO NIVEL
6881,DFSMP001292,CIUDAD DE MEXICO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,SMP,NO ESPECIFICADO,1,0,1,3,0,3,CLÍNICA MATERNIDAD VASCO DE QUIROGA,"FRAY JUAN DE PADILLA 40, COL. VASCO DE QUIROGA",99999.0,EN OPERACION,-99.09503190315263,19.493916903608344,SEGUNDO NIVEL
6882,DFSMP001304,CIUDAD DE MEXICO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,SMP,NO ESPECIFICADO,1,0,1,3,0,3,JOSÉ MEDINA JIMENEZ,"ORIENTE 185 NO. 72, COL. VILLA HERMOSA",99999.0,EN OPERACION,-99.09013319999997,19.5023217,SEGUNDO NIVEL
6883,DFSMP001316,CIUDAD DE MEXICO,MILPA ALTA,VILLA MILPA ALTA,MILPA ALTA,SMP,NO ESPECIFICADO,1,0,1,2,0,2,CLÍNICA NUESTRA SEÑORA DE LA ASUNCIÓN,"TAMAULIPAS NORTE 19, COL. SANTA CRUZ",99999.0,EN OPERACION,-99.02203131,19.19344008,SEGUNDO NIVEL
6884,DFSMP001321,CIUDAD DE MEXICO,MILPA ALTA,VILLA MILPA ALTA,MILPA ALTA,SMP,NO ESPECIFICADO,1,0,1,2,0,2,SAN SALVADOR,"AV. MORELOS 22, COL. SAN SALVADOR CUAUHTENCO",99999.0,EN OPERACION,-99.08893969846758,19.192194958337105,SEGUNDO NIVEL
6886,DFSMP001345,CIUDAD DE MEXICO,XOCHIMILCO,XOCHIMILCO,XOCHIMILCO,SMP,NO ESPECIFICADO,3,0,3,4,0,4,UNIDAD MÉDICA SAN SEBASTIAN,"JOSE MARIA CAMACHO MZ 35 LT 7, COL. SAN SEBASTIAN",99999.0,EN OPERACION,-99.0050394,19.25664532,SEGUNDO NIVEL
6887,DFSMP001350,CIUDAD DE MEXICO,IZTAPALAPA,IZTAPALAPA,IZTAPALAPA,SMP,NO ESPECIFICADO,4,0,4,6,0,6,SERVICIOS MÉDICOS LA ESPERANZA SA DE CV,"CANAL DE GARAY NO 422, COL. COL. LA ESPERANZA",9910.0,EN OPERACION,-99.08041164,19.31235459,SEGUNDO NIVEL
6888,DFSMP001362,CIUDAD DE MEXICO,XOCHIMILCO,XOCHIMILCO,XOCHIMILCO,SMP,NO ESPECIFICADO,2,0,2,5,0,5,CLÍNICA DR. BARRIOS,"GUADALUPE I. RAMIREZ NO 295, COL. SAN LUCAS XOCHIMANCA",16300.0,EN OPERACION,-99.1142463405231,19.240178199265177,SEGUNDO NIVEL
6889,DFSMP001374,CIUDAD DE MEXICO,XOCHIMILCO,XOCHIMILCO,XOCHIMILCO,SMP,NO ESPECIFICADO,2,0,2,3,0,3,CLÍNICA MEDICA ISABEL,"21 DE MARZO 43, COL. SAN GREGORIO",99999.0,EN OPERACION,-99.0536395,19.2537591,SEGUNDO NIVEL
6890,DFSMP001386,CIUDAD DE MEXICO,BENITO JUÁREZ,BENITO JUAREZ,BENITO JUÁREZ,SMP,NO ESPECIFICADO,4,0,4,10,0,10,CENTRO HOSPITALARIO SAN CHARBEL,"DR. VERTIZ 995, COL. NARVARTE",99999.0,EN OPERACION,-99.1523012,19.3852798,SEGUNDO NIVEL
6891,DFSMP001391,CIUDAD DE MEXICO,COYOACÁN,COYOACAN,COYOACÁN,SMP,NO ESPECIFICADO,16,0,16,16,0,16,HOSPITAL MERLOS S.A. DE C.V.,"CAMINO ESTADIO AZTECA 179, COL. EL CARACOL",99999.0,EN OPERACION,-99.16170889522618,19.302034660362995,SEGUNDO NIVEL
6892,DFSMP001403,CIUDAD DE MEXICO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,SMP,NO ESPECIFICADO,2,0,2,4,0,4,SANATARIO DR. VÍCTOR GARCÍA JOFFRE,"NORTE 84 NO. 4541, COL. NUEVA TENOCHTITLAN",99999.0,EN OPERACION,-99.10404253,19.45679339,SEGUNDO NIVEL
6894,DFSMP001420,CIUDAD DE MEXICO,MIGUEL HIDALGO,MIGUEL HIDALGO,MIGUEL HIDALGO,SMP,NO ESPECIFICADO,86,0,86,4,0,4,CLÍNICA LOMAS ALTAS S.A. DE C.V.,"PASEO DE LA REFORMA 2608, COL. LOMAS ALTAS",99999.0,EN OPERACION,-99.2390529,19.39498456,SEGUNDO NIVEL
6895,DFSMP001432,CIUDAD DE MEXICO,IZTAPALAPA,IZTAPALAPA,IZTAPALAPA,SMP,NO ESPECIFICADO,1,0,1,8,0,8,SANATORIO PALACIO AZTECA,"PALACIO NO 123, COL. BARRIO LA ASUCION",9000.0,EN OPERACION,-99.09188332,19.36506182,SEGUNDO NIVEL
6896,DFSMP001444,CIUDAD DE MEXICO,XOCHIMILCO,XOCHIMILCO,XOCHIMILCO,SMP,NO ESPECIFICADO,2,0,2,6,0,6,SANATORIO DR. JORGE VÁZQUEZ CABELLO,"JOSEFA ORTIZ DE DOMINGUEZ NO 15, COL. LA GUADALUPITA TULYEHUALCO",16740.0,EN OPERACION,-99.01261101,19.25505734,SEGUNDO NIVEL
6897,DFSMP001456,CIUDAD DE MEXICO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,SMP,NO ESPECIFICADO,5,0,5,2,0,2,SANATORIO DE NUESTRA SEÑORA DEL SAGRADO CORAZÓN DE JESÚS,"ESTADO DE JALISCO 38 ESQUINA CONSTITUCIÓN DE LA REPÚBLICA, COL. PROVIDENCIA",99999.0,EN OPERACION,-99.070531,19.4811931,SEGUNDO NIVEL
6898,DFSMP001461,CIUDAD DE MEXICO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,SMP,NO ESPECIFICADO,2,0,2,4,0,4,CLÍNICA MEDICA UNION 2000,"FRANCISCO MORAZAN 98, COL. LA PRADERA",99999.0,EN OPERACION,-99.0697285,19.4742844,SEGUNDO NIVEL
6899,DFSMP001473,CIUDAD DE MEXICO,CUAUHTÉMOC,CUAUHTEMOC,CUAUHTÉMOC,SMP,NO ESPECIFICADO,4,0,4,5,0,5,SANATORIO DE JESÚS,"RICARDO BELL 33, COL. EXHIPODROMO PERALVILLO",99999.0,EN OPERACION,-99.1358595,19.4582969,SEGUNDO NIVEL
6900,DFSMP001485,CIUDAD DE MEXICO,IZTAPALAPA,IZTAPALAPA,IZTAPALAPA,SMP,NO ESPECIFICADO,1,0,1,3,0,3,CONSULTORIO SAN ANTONIO,"SONORA MZ 3 LT 10, COL. IZTLAHUACAN",9690.0,EN OPERACION,-98.998474,19.340257,SEGUNDO NIVEL
6901,DFSMP001490,CIUDAD DE MEXICO,IZTAPALAPA,IZTAPALAPA,IZTAPALAPA,SMP,NO ESPECIFICADO,3,0,3,5,0,5,MÉDICA DEL VALLE SA DE CV,"REFORMA TÉCNICA NO 19, COL. REFORMA POLÍTICA",9730.0,EN OPERACION,-99.02969768,19.3411795,SEGUNDO NIVEL
6902,DFSMP001502,CIUDAD DE MEXICO,IZTAPALAPA,IZTAPALAPA,IZTAPALAPA,SMP,NO ESPECIFICADO,3,0,3,3,0,3,CLÍNICA MÉDICA CHÁVEZ,"PLAN DE AYALA 2061, COL. SANTA MARÍA ATZAHUACAN",99999.0,EN OPERACION,-99.03378898288793,19.347640609639804,SEGUNDO NIVEL
6903,DFSMP001514,CIUDAD DE MEXICO,IZTAPALAPA,IZTAPALAPA,IZTAPALAPA,SMP,NO ESPECIFICADO,2,0,2,4,0,4,VILLEGAS MEMORIAL HOSPITAL,"CUTBERTO AROCHE MZA 171 LT. 1 , COL. AMPLIACIÓN SANTA MARTHA ACATITLA",99999.0,EN OPERACION,-99.0125522,19.3784748,SEGUNDO NIVEL
6904,DFSMP001526,CIUDAD DE MEXICO,IZTAPALAPA,IZTAPALAPA,IZTAPALAPA,SMP,NO ESPECIFICADO,2,0,2,5,0,5,CLÍNICA MÉDICA DE ORIENTE,"AV CUAUHTEMOC NO 86, COL. SANTIAGO ACAHUANTEPEC",9600.0,EN OPERACION,-99.00402589238183,19.350625891807745,SEGUNDO NIVEL
6905,DFSMP001531,CIUDAD DE MEXICO,ÁLVARO OBREGÓN,ALVARO OBREGON,ÁLVARO OBREGÓN,SMP,NO ESPECIFICADO,2,0,2,10,0,10,HOSPITAL SAN JUDAS TADEO,"AVENIDA 29 DE OCTUBRE M.Z.4  L.T.6, COL. TORRES DE POTRERO",99999.0,EN OPERACION,-99.255646,19.328563,SEGUNDO NIVEL
6906,DFSMP001543,CIUDAD DE MEXICO,IZTAPALAPA,IZTAPALAPA,IZTAPALAPA,SMP,NO ESPECIFICADO,2,0,2,1,0,1,CONSULTORIO MÉDICO HEMI,"VILLA DOMINICO MZ 8 B LT 5, COL. DESARROLLO URBANO QUETZALCOATL",9700.0,EN OPERACION,-99.04269932306306,19.32872851664629,SEGUNDO NIVEL
6907,DFSMP001555,CIUDAD DE MEXICO,IZTAPALAPA,IZTAPALAPA,IZTAPALAPA,SMP,NO ESPECIFICADO,8,0,8,21,0,21,SANATORIO LOS REYES SA DE CV,"MORELOS NO 22, COL. LOS REYES CULHUACAN",9840.0,EN OPERACION,-99.108332,19.345722,SEGUNDO NIVEL
6908,DFSMP001560,CIUDAD DE MEXICO,IZTAPALAPA,IZTAPALAPA,IZTAPALAPA,SMP,NO ESPECIFICADO,3,0,3,9,0,9,SANATORIO SANTA MARÍA,"PROSPERO GARCIA NO92, COL. SANTA MARIA TOMATLAN",9870.0,EN OPERACION,-99.10040705001848,19.324454914272945,SEGUNDO NIVEL
6909,DFSMP001572,CIUDAD DE MEXICO,IZTAPALAPA,IZTAPALAPA,IZTAPALAPA,SMP,NO ESPECIFICADO,2,0,2,2,0,2,CLÍNICA DE ESTETICA Y SALUD,"AV. ANDRÉS MOLINA ENRIQUEZ 920, COL. SAN ANDRÉS TETEPILCO",99999.0,EN OPERACION,-99.1298058,19.3732929,SEGUNDO NIVEL
6910,DFSMP001584,CIUDAD DE MEXICO,IZTAPALAPA,IZTAPALAPA,IZTAPALAPA,SMP,NO ESPECIFICADO,2,0,2,6,0,6,CLÍNICA REFORMA,"AV POZOS MZ 12 LT 8 B, COL. REFORMA POLÍTICA",9730.0,EN OPERACION,-99.032925,19.3351186,SEGUNDO NIVEL
6911,DFSMP001596,CIUDAD DE MEXICO,IZTACALCO,IZTACALCO,IZTACALCO,SMP,NO ESPECIFICADO,1,0,1,6,0,6,CLÍNICA 2000,"ORIENTE 116 NO. 2000, COL. JUVENTINO ROSAS",99999.0,EN OPERACION,-99.10658442,19.38954139,SEGUNDO NIVEL
6912,DFSMP001601,CIUDAD DE MEXICO,AZCAPOTZALCO,AZCAPOTZALCO,AZCAPOTZALCO,SMP,NO ESPECIFICADO,3,0,3,8,0,8,CLÍNICA CLAVERIA,"NORTE 81 NO 91, COL. CLAVERIA",2080.0,EN OPERACION,-99.17884154713647,19.46284059068542,SEGUNDO NIVEL
6913,DFSMP001613,CIUDAD DE MEXICO,IZTAPALAPA,IZTAPALAPA,IZTAPALAPA,SMP,NO ESPECIFICADO,5,0,5,16,0,16,POLICLÍNICA LUCANO SA DE CV,"AV DE LAS TORRES NO 3, COL. SAN LORENZO TEZONCO",9900.0,EN OPERACION,-99.0715269,19.3141504,SEGUNDO NIVEL
6915,DFSMP001630,CIUDAD DE MEXICO,IZTAPALAPA,IZTAPALAPA,IZTAPALAPA,SMP,NO ESPECIFICADO,1,0,1,4,0,4,CLÍNICA NUESTRA SEÑORA DE LA LUZ,"VILLA HERMOSA NO 29 MZ D, COL. BUENAVISTA",9700.0,EN OPERACION,-99.01680705143008,19.330747089854036,SEGUNDO NIVEL
6916,DFSMP001642,CIUDAD DE MEXICO,IZTAPALAPA,IZTAPALAPA,IZTAPALAPA,SMP,NO ESPECIFICADO,2,0,2,5,0,5,CLÍNICA MÉDICA CRISTO REY,"ANILLO PERIFERICO NO 184, COL. CONSTITUCION DE 1917",9260.0,EN OPERACION,-99.0598235,19.3526967,SEGUNDO NIVEL
6917,DFSMP001654,CIUDAD DE MEXICO,IZTAPALAPA,IZTAPALAPA,IZTAPALAPA,SMP,NO ESPECIFICADO,2,0,2,5,0,5,CLÍNICA JOYA,"VILLA CID LT 4 MZ 1A SECC E, COL. DESARROLLO URBANO QUETZALCOATL",9700.0,EN OPERACION,-99.0406842,19.3278809,SEGUNDO NIVEL
6918,DFSMP001666,CIUDAD DE MEXICO,IZTACALCO,IZTACALCO,IZTACALCO,SMP,NO ESPECIFICADO,1,0,1,3,0,3,CLÍNICA QUIRÚRGICA SINDI,"SUR 20 NO. 235, COL. AGRÍCOLA ORIENTAL",8500.0,EN OPERACION,-99.0762508,19.3924262,SEGUNDO NIVEL
6919,DFSMP001671,CIUDAD DE MEXICO,MIGUEL HIDALGO,MIGUEL HIDALGO,MIGUEL HIDALGO,SMP,NO ESPECIFICADO,23,0,23,15,0,15,HOSPITALES H S.A. DE C.V.,"AV. OBSERVATORIO 354, COL. 16 DE SEPTIEMBRE",99999.0,EN OPERACION,-99.1911,19.4067,SEGUNDO NIVEL
6920,DFSMP001683,CIUDAD DE MEXICO,IZTAPALAPA,IZTAPALAPA,IZTAPALAPA,SMP,NO ESPECIFICADO,3,0,3,6,0,6,SANATORIO GUADALUPE,"PUENTE RAMÍREZ MZA. B LT. 4, COL. PARAJE SAN JUAN",99999.0,EN OPERACION,-99.07160241,19.33885281,SEGUNDO NIVEL
6921,DFSMP001695,CIUDAD DE MEXICO,MIGUEL HIDALGO,MIGUEL HIDALGO,MIGUEL HIDALGO,SMP,NO ESPECIFICADO,2,0,2,20,0,20,HOSPITAL VERTIZ S.A. DE C.V.,"LAGO GARDA 76, COL. ANAHUAC",99999.0,EN OPERACION,-99.1819173,19.4067,SEGUNDO NIVEL
6922,DFSMP001700,CIUDAD DE MEXICO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,SMP,NO ESPECIFICADO,3,0,3,4,0,4,SANATORIO DEL CARMEN,"ZACAPOAXTLA MZA 36 LT 23 , COL. SAN FELIPE DE JESÚS",99999.0,EN OPERACION,-99.0684237,19.4937858,SEGUNDO NIVEL
6923,DFSMP001712,CIUDAD DE MEXICO,IZTAPALAPA,IZTAPALAPA,IZTAPALAPA,SMP,NO ESPECIFICADO,3,0,3,6,0,6,SANATORIO Y MATERNIDAD LOS ÁNGELES IZTAPALAPA SA DE CV,"JAIME NUNO NO 7, COL. LOS ANGELES IZTAPALAPA",9270.0,EN OPERACION,-99.06694791,19.34095705,SEGUNDO NIVEL
6924,DFSMP001724,CIUDAD DE MEXICO,IZTAPALAPA,IZTAPALAPA,IZTAPALAPA,SMP,NO ESPECIFICADO,1,0,1,2,0,2,CONSULTORIO MÉDICO DRA NEREIDA ROJAS MARTÍNEZ,"JACARANDAS MZ 14 LT 2, COL. 2 AMP SANTIAGO ACAHUANTEPEC",9609.0,EN OPERACION,-99.093056,19.358333,SEGUNDO NIVEL
6925,DFSMP001736,CIUDAD DE MEXICO,IZTAPALAPA,IZTAPALAPA,IZTAPALAPA,SMP,NO ESPECIFICADO,1,0,1,2,0,2,SANATORIO DR. DAVID OSORIO VILLANUEVA,"VILLA GENERAL ROA MZ 46-B LT 1 INT 1, COL. DESARROLLO URBANO QUETZALCOATL",9700.0,EN OPERACION,-99.037995,19.322889,SEGUNDO NIVEL
6926,DFSMP001741,CIUDAD DE MEXICO,IZTAPALAPA,IZTAPALAPA,IZTAPALAPA,SMP,NO ESPECIFICADO,4,0,4,5,0,5,ROCESA SA,"PACHICALCO NO 4, COL. BARRIO SAN IGNACIO",9000.0,EN OPERACION,-99.09547817,19.36203318,SEGUNDO NIVEL
6927,DFSMP001753,CIUDAD DE MEXICO,IZTAPALAPA,IZTAPALAPA,IZTAPALAPA,SMP,NO ESPECIFICADO,2,0,2,6,0,6,SANATORIO SAN FRANCISCO,"TOLTECAS LT 33 MZ 9, COL. MIXCOATL",9708.0,EN OPERACION,-99.04948572,19.32518984,SEGUNDO NIVEL
6928,DFSMP001765,CIUDAD DE MEXICO,MIGUEL HIDALGO,MIGUEL HIDALGO,MIGUEL HIDALGO,SMP,NO ESPECIFICADO,5,0,5,8,0,8,CLÍNICA PARANA,"RÍO PARANA 82, COL. ARGENTINA PARANA",99999.0,EN OPERACION,-99.20899091756837,19.459014256841474,SEGUNDO NIVEL
6929,DFSMP001770,CIUDAD DE MEXICO,CUAUHTÉMOC,CUAUHTEMOC,CUAUHTÉMOC,SMP,NO ESPECIFICADO,6,0,6,22,0,22,ESCUELA LIBRE DE HOMEOPATIA,"SANTA LUCIA  6, COL. MORELOS",99999.0,EN OPERACION,-99.13210375,19.44923954,SEGUNDO NIVEL
6930,DFSMP001782,CIUDAD DE MEXICO,CUAUHTÉMOC,CUAUHTEMOC,CUAUHTÉMOC,SMP,NO ESPECIFICADO,22,0,22,164,0,164,HOSPITAL OBREGON,"AV. ÁLVARO OBREGÓN 127, COL. ROMA",99999.0,EN OPERACION,-99.16066445410252,19.41834787881473,SEGUNDO NIVEL
6931,DFSMP001794,CIUDAD DE MEXICO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,SMP,NO ESPECIFICADO,2,0,2,4,0,4,SANATONIO SAN LAZARO,"ORIENTE 187 NO. 2702, COL. EMILIANO ZAPATA",7889.0,EN OPERACION,-99.1173507,19.46029069,SEGUNDO NIVEL
6932,DFSMP001806,CIUDAD DE MEXICO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,SMP,NO ESPECIFICADO,1,0,1,7,0,7,CLÍNICA QUIRÚRGICA,"HUASTECA 230, COL. INDUSTRIAL",99999.0,EN OPERACION,-99.1240425,19.475243,SEGUNDO NIVEL
6933,DFSMP001811,CIUDAD DE MEXICO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,SMP,NO ESPECIFICADO,140,0,140,97,0,97,OPERADORA DE HOSPITALES ANGELES SUCURSAL LINDAVISTA,"RIO BAMBA 637, COL. MAGDALENA DE LAS SALINAS",99999.0,EN OPERACION,-99.12949785590172,19.48667032024492,SEGUNDO NIVEL
6934,DFSMP001823,CIUDAD DE MEXICO,MIGUEL HIDALGO,MIGUEL HIDALGO,MIGUEL HIDALGO,SMP,NO ESPECIFICADO,3,0,3,12,0,12,ASOCIACION EL HOSPITALITO A.C.,"MARTIRES DE LA CONQUISTA 15, COL. TACUBAYA",11870.0,EN OPERACION,-99.18732066,19.40069248,SEGUNDO NIVEL
6935,DFSMP001835,CIUDAD DE MEXICO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,SMP,NO ESPECIFICADO,4,0,4,5,0,5,SANATORIO PAJEOS,"315 NO. 569, COL. NUEVA ATZACOALCO",99999.0,EN OPERACION,-99.08543728,19.49864922,SEGUNDO NIVEL
6936,DFSMP001840,CIUDAD DE MEXICO,ÁLVARO OBREGÓN,ALVARO OBREGON,ÁLVARO OBREGÓN,SMP,NO ESPECIFICADO,3,0,3,20,0,20,OPERADORA SAN ÁNGEL INN SA DE CV,,1090.0,EN OPERACION,-99.2000728,19.3404776,SEGUNDO NIVEL
6937,DFSMP001852,CIUDAD DE MEXICO,IZTAPALAPA,IZTAPALAPA,IZTAPALAPA,SMP,NO ESPECIFICADO,4,0,4,5,0,5,CLÍNICA MÉDICA DEL CARMEN,"ALAMO MZ 251 LT 10, COL. 2A AMPL DE SANTIAGO",9609.0,EN OPERACION,-99.01116479,19.34552292,SEGUNDO NIVEL
6938,DFSMP001864,CIUDAD DE MEXICO,MIGUEL HIDALGO,MIGUEL HIDALGO,MIGUEL HIDALGO,SMP,NO ESPECIFICADO,5,0,5,5,0,5,GRUPO ESPECIALIZADO MÉDICO Y ASOCIADOS CHAPULTEPEC S.C.,"CALLE 2 NO. 15, COL. REFORMA SOCIAL",99999.0,EN OPERACION,-99.21633547,19.43120341,SEGUNDO NIVEL
6939,DFSMP001876,CIUDAD DE MEXICO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,SMP,NO ESPECIFICADO,5,0,5,10,0,10,SANATORIO Y MATERNIDAD CLARISTELLA,"AV. RÍO CONSULADO NO. 2578, COL. SAN JUAN DE ARAGÓN 1ERA. SECCIÓN",99999.0,EN OPERACION,-99.09247039354341,19.451515147863322,SEGUNDO NIVEL
6941,DFSMP001893,CIUDAD DE MEXICO,IZTAPALAPA,IZTAPALAPA,IZTAPALAPA,SMP,NO ESPECIFICADO,19,0,19,25,0,25,SANATORIO SAN AGUSTÍN SA DE CV,"CALZ ERMITA IZTAPALAPA NO 272, COL. SINATEL",9470.0,EN OPERACION,-99.13181905,19.35879733,SEGUNDO NIVEL
6942,DFSMP001905,CIUDAD DE MEXICO,IZTAPALAPA,IZTAPALAPA,IZTAPALAPA,SMP,NO ESPECIFICADO,1,0,1,2,0,2,CONSULTORIO MÉDICO SAGRADO CORAZÓN DE JESÚS,"20 DE NOVIEMBRE NO 2, COL. SANTA MARIA AZTAHUACÁN",9560.0,EN OPERACION,-99.02382461822526,19.352637239195115,SEGUNDO NIVEL
